val_act/vis_act_loss_pp,val_act/vis_act_loss_pr,val_total_mae/vis_total_mae_pr,val_total_mae/vis_total_mae_pp,val_pos_mae/vis_pos_mae_pr,val_pos_mae/vis_pos_mae_pp,val_orn_mae/vis_orn_mae_pr,val_orn_mae/vis_orn_mae_pp,val_grip/vis_grip_sr_pr,val_grip/vis_grip_sr_pp,val_kl/vis_kl_loss,val_act/lang_act_loss_pp,val_act/lang_act_loss_pr,val_total_mae/lang_total_mae_pr,val_total_mae/lang_total_mae_pp,val_pos_mae/lang_pos_mae_pr,val_pos_mae/lang_pos_mae_pp,val_orn_mae/lang_orn_mae_pr,val_orn_mae/lang_orn_mae_pp,val_grip/lang_grip_sr_pr,val_grip/lang_grip_sr_pp,val_kl/lang_kl_loss,val_act/action_loss_pp,val_act/action_loss_pr,val_kl/kl_loss,val_total_mae/total_mae_pr,val_total_mae/total_mae_pp,val_pos_mae/pos_mae_pr,val_pos_mae/pos_mae_pp,val_orn_mae/orn_mae_pr,val_orn_mae/orn_mae_pp,val_grip/grip_sr_pr,val_grip/grip_sr_pp,epoch,step,train/kl_loss_scaled_vis,train/action_loss_vis,train/total_loss_vis,train/kl_loss_scaled_lang,train/action_loss_lang,train/total_loss_lang,train/kl_loss,train/action_loss,train/total_loss
30.23814582824707,30.187007904052734,1.7122162580490112,1.7399753332138062,1.3002244234085083,1.3295674324035645,2.1242079734802246,2.150383234024048,0.5234375,0.46875,0.00014019012451171875,30.40500831604004,30.382169723510742,1.7869435548782349,1.7328267097473145,1.3664401769638062,1.3347870111465454,2.207446813583374,2.130866527557373,0.50390625,0.5703125,0.00014972686767578125,30.321577072143555,30.284587860107422,0.00014495849609375,1.749579906463623,1.736401081085205,1.3333323001861572,1.3321771621704102,2.1658272743225098,2.140625,0.513671875,0.51953125,0,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.00010704994201660156,31.137306213378906,31.137413024902344,0.00010204315185546875,30.853321075439453,30.853424072265625,0.00010454654693603516,30.99531364440918,30.99541664123535
