val_act/vis_act_loss_pp,val_act/vis_act_loss_pr,val_total_mae/vis_total_mae_pr,val_total_mae/vis_total_mae_pp,val_pos_mae/vis_pos_mae_pr,val_pos_mae/vis_pos_mae_pp,val_orn_mae/vis_orn_mae_pr,val_orn_mae/vis_orn_mae_pp,val_grip/vis_grip_sr_pr,val_grip/vis_grip_sr_pp,val_kl/vis_kl_loss,val_act/lang_act_loss_pp,val_act/lang_act_loss_pr,val_total_mae/lang_total_mae_pr,val_total_mae/lang_total_mae_pp,val_pos_mae/lang_pos_mae_pr,val_pos_mae/lang_pos_mae_pp,val_orn_mae/lang_orn_mae_pr,val_orn_mae/lang_orn_mae_pp,val_grip/lang_grip_sr_pr,val_grip/lang_grip_sr_pp,val_kl/lang_kl_loss,val_act/action_loss_pp,val_act/action_loss_pr,val_kl/kl_loss,val_total_mae/total_mae_pr,val_total_mae/total_mae_pp,val_pos_mae/pos_mae_pr,val_pos_mae/pos_mae_pp,val_orn_mae/orn_mae_pr,val_orn_mae/orn_mae_pp,val_grip/grip_sr_pr,val_grip/grip_sr_pp,epoch,step,train/kl_loss_scaled_vis,train/action_loss_vis,train/total_loss_vis,train/kl_loss_scaled_lang,train/action_loss_lang,train/total_loss_lang,train/kl_loss,train/action_loss,train/total_loss
28.816373825073242,28.67753028869629,1.665281891822815,1.6772994995117188,1.1397902965545654,1.1761281490325928,2.1907737255096436,2.1784703731536865,0.53125,0.484375,0.0004673004150390625,28.935649871826172,28.84856414794922,1.7213865518569946,1.6732653379440308,1.1952983140945435,1.1806138753890991,2.2474749088287354,2.165916919708252,0.53515625,0.59765625,0.00048828125,28.87601089477539,28.763046264648438,0.00047779083251953125,1.6933342218399048,1.6752824783325195,1.1675443649291992,1.1783709526062012,2.2191243171691895,2.1721935272216797,0.533203125,0.541015625,1,3,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0.0002818107604980469,30.027315139770508,30.02759552001953,0.0002694129943847656,29.823711395263672,29.823978424072266,0.00027561187744140625,29.925514221191406,29.92578887939453
